KNOWN VARIABLE VALUES
Porosity,Permeability
0.1,1e-14

KNOWN WELL PARAMETERS
Initial Pressure,Initial X,Layer Thickness,Action Well Radius,Rock Specific Heat,Rock Heat Conductivity,Rock Density,Rock Compressibility
4000000.0,225.0,100.0,0.1,1000.0,2.5,2500.0,0.0

GRID INFORMATION
Number of Grid Blocks,Number of Constant Sized Blocks,Constant Block Size,Block Growth Factor
100,20,0.01,1.2

PUMP INFORMATION
Pumping Scheme,Number of Pump Times,Deliverability,Production Index,Cutoff Pressure
Measured Flows,3,0,0.0,0.0

Time [s],Mass Flowrate [kg/s]
0.0,-8.0
21600.0,-5.0
43200.0,0.0

OBSERVATION POINT 1
Property Observed,Radial Location [m],Number of Observations,Error Standard Deviation
Pressure,0.1,200,25000

Time [s],Observation
52534.67336683418,3861713.527198999
52968.84422110553,3891590.533383694
53403.01507537688,3864351.4747697776
53837.18592964824,3859750.514093824
54271.356783919604,3883172.850784925
54705.52763819096,3889036.7173418333
55139.69849246231,3951989.495244841
55573.86934673367,3878855.869312367
56008.04020100503,3922268.3810121613
56442.211055276384,3918959.417836125
56876.38190954774,3871563.914088457
57310.5527638191,3922738.0810278575
57744.72361809046,3874697.4525952567
58178.89447236181,3838795.730903549
58613.065326633165,3922787.8358893935
59047.236180904525,3864352.2324749697
59481.407035175886,3921470.530749639
59915.57788944724,3894000.4521175837
60349.74874371859,3954498.263491449
60783.91959798995,3940713.27250448
61218.09045226131,3903342.512356841
61652.261306532666,3898510.9792128713
62086.43216080402,3886265.4755708002
62520.60301507538,3906864.667106307
62954.77386934674,3911936.498116796
63388.94472361809,3910784.696990987
63823.115577889446,3924931.8268693164
64257.28643216081,3936534.4457000843
64691.45728643217,3931650.5854168218
65125.62814070352,3904354.7774043693
65559.79899497487,3888172.7588674063
65993.96984924623,3959912.1501562363
66428.1407035176,3908765.915113927
66862.31155778895,3910506.2031116453
67296.4824120603,3914604.596422982
67730.65326633166,3881924.1512937443
68164.82412060302,3917207.190768138
68598.99497487437,3917893.75839779
69033.16582914573,3946437.2233065767
69467.33668341709,3949110.461977591
69901.50753768845,3932217.0526409885
70335.67839195981,3956365.279023109
70769.84924623116,3942044.2061955184
71204.02010050252,3933686.370643412
71638.19095477388,3938781.601153199
72072.36180904522,3930500.7905021645
72506.53266331658,3925936.5666887043
72940.70351758794,3929742.6857268554
73374.8743718593,3908556.056244799
73809.04522613066,3944757.501509012
74243.21608040201,3913092.626548938
74677.38693467337,3960058.2376439935
75111.55778894473,3932989.3226415277
75545.72864321608,3941078.8326966786
